UniProtID,UniRef50_Cluster
Q6ZN11,"Q6ZN11,A0A2J8REF2,Q6ZN11-3,K7ERJ7,H2QG73,A0A2R9BMP2,G1S539,A0A2J8REE5,A0A2J8REE4,G3RCX0"
Q6ZN28,"Q6ZN28,Q5RBY8,G3QSV8,A0A2I3GC99,A0A2I2YPH8,A0A2R9ACP0,A0A2K6NBR3,A0A2K5JQE9,A0A8C9IM38,A0AAJ7MEK3"
Q6ZN54,"Q6ZN54,Q6ZN54-5,A0AAJ7MDM4,A0A2J8RUZ9,A0A2J8RUY5,A0A2J8RUZ7,A0A2J8RUX9,A0A2J8RV08,A0A2J8RV24,G7NQB3"
Q6ZNB6,"Q6ZNB6,H0VQV5,G3QZI7,B1Q2B0,Q8J028,A0A8I5T1S5,H0VYQ1,A0A553N4B6,A0A553N4D0,A0A8C3KRQ9"
Q6ZNW5,"Q6ZNW5,Q8HXE4,Q5E9T1,H0YN11,A0A2K5M0T7,A0A2K5UIS4,A0A2R8ZDP8,A0A2K6NJK7,G3SK14,H2R3E6"
Q6ZP65,"A0JNT9,Q6ZP65,A0A6P7R2J5,A0A6P5PQL1,D4PEG0,A0A8C9BRA7,A0A341B5W1,A0A7K4WKS2,A0A7L3AP75,A0A7L1NT12"
Q6ZQR2,"Q6ZQR2,A0A087WRI3,A0A2I3SLB8,A0A6D2W9D2,A0A2R9A062,G7PRA4,A0A2I2Y508,A0A2K6S699,G7NFH5,A0A2K6R3B9"
Q6ZR52,"Q6ZR52,Q8N7Q3,Q6ZR52-2,A0A2I3GFJ3,A0A2J8JPR7,H2QFW6,Q2M1I7,A0A2K5YI52,H2RE20,A0A2J8RFL1"
Q6ZRH7,"Q6ZRH7,Q4R6B2,Q32MQ2,X1WI24,A0A2K5WRE0,A0A2K5MPX2,A0A0A0MV83,H2NYN6,A0A2K5Z5P9,A0A2K6CBP3"
Q6ZRI8,"Q6ZRI8,D2H9U0,B1AUC7,A7MB27,X6RIA0,Q6ZRI8-5,Q6ZRI8-3,A0A8C5YVP6,A0A8D2HIZ0,A0A8C9QAI5"
Q6ZS27,"Q6ZS27,A0A2J8WXR5,A0A2I2Z5H4,A0A2I3G407,Q6ZS27-3,Q6ZS27-2,A0A6D2WPR3,A0A2I3SMD1,A0A2R9CB85,A0AAJ7HMY4"
Q6ZS72,"Q6ZS72,H2NWX0,A0A6D2XWE5,H2QEW4,A0AAJ7MH66,G3QX77,A0A2R8ZBT5,G1QP38,A0A2Y9L5L6,A0A8U0SHY5"
Q6ZS81,"E9Q2M9,Q6ZS81,E0CXD5,Q69ZF2,A0A8C6MVF2,A0A8C6H381,U6DCY3,A0A8C7AG75,H0W329,A0A286XMT2"
Q6ZSG2,"Q3USH1,Q6ZSG2,A0A9J7FS50,A0A8C2M7F1,A0A6P5QA73,A0A8C6HZZ2,E9PZW7,A0A1U7QBU0,D4A4J1,A6HX57"
Q6ZTA4,"Q6ZTA4,H0XT38,A0A2K5VAT7,A0A2K5CLG7,A0A2K5H938,G1QMR5,A0A2I3GIH4,S7MCZ1,A0A7J7QVE7,A0A7J7QVB2"
Q6ZTI6,"Q7TS73,Q6ZTI6,A0A8C6MSL9,A0A6P5PTW4,A0A8C5KEA6,A0A7J8BZG1,A0A7K9TTY2,A0A7K8X205,A0A852CDH7,A0A7L2IB54"
Q6ZTQ3,"Q6ZTQ3,A0A2R8ZSL8,A0A2I3TLY0,A0A6D2X299,Q6ZTQ3-2,A0A2K6C8J5,A0A0D9QXM4,A0A2K5X1C1,A0A8D2FC47,A0AAJ7M6V6"
Q6ZTR7,"Q6ZTR7,A0A2R9A3D2,A0A2J8T9J2,A0AAJ7M2F9,A0A1X7SC74,A0A2K5XMQ9,A0A2R9A3C6,A0A2K5LXH1,A0A663DI93,H2QBN0"
Q6ZUB1,"Q6ZUB1,A0A2J8KTK3,H2QXF1,A0A2R8ZRU2,A0A2J8WP49,A0A2K5J8I2,A0A6J3GGC8,A0A2K5S5H5,A0A8I5NMM6,A0A2K5VIV0"
Q6ZUT9,"Q6ZUT9,A2RSQ0,Q6NXD8,K7B3J6,A0A6D2WIN0,A0A8B8YDX9,A0A811Y5K5,A0A7E6D793,A0A8U0RR65,A0A8B7PXT0"
Q6ZUX3,"Q6ZUX3,Q6ZUX3-2,A0A2J8K0I9,A0A2J8K0J6,G3QXM7,H2P6L2,A0A2J8VNC7,A0A2J8VND7,G1RZJ1,B4DLF7"
Q6ZVH7,"Q6ZVH7,Q6ZVH7-3,C9J6L8,A0A2J8JPW6,G3QCY8,A0A2K5MPI0,G7PKE2,G7N9A2,A0A2K6AI07,A0A2J8JPW7"
Q6ZVX7,"Q6ZVX7,G3RW99,A0A8C9ISU9,A0A2K6NKZ8,H2QG99,A0A6D2XLM7,A0AAJ7I8P3,A0A2K6JRV1,F7AVG6,A0A2K5QD29"
Q6ZVX9,"Q6ZVX9,A0A6D2Y3Y9,H2QNI9,A0A2R8ZAN2,A0A096NAE6,A0A8D2ETQ5,H9FAW3,A0A5F7ZHQ4,G7MJL2,A0A2K5UBI6"
Q6ZW05,"Q6ZW05,Q5RIV7,B9EKX1,A0A7J7YNE1,A0A6P5DRH7,A0A8C9PB07,A0A452TE41,A0A8C2VR62,A0A6P5DRV2,A0A7J7WWR1"
Q6ZWE6,"Q8BM47,Q6ZWE6,D3Z0F2,A0A8C2QQM6,A0A836ANS9,A0AAD4UE51,H0WN86,A0A8C2VJP9,A0A2K5Y2R9,A0A0D9RCH2"
Q6ZWJ8,"Q6ZWJ8,A0A2K5F707,A0A2K5NLY6,A0A8D2FY65,F7GYZ4,A0A2K6BXM8,A0A2J8U4I9,A0A2I3TF00,A0A6D2VWT2,A0A087WVT8"
Q6ZWK6,"Q6ZWK6,Q8BHM9,A0A2K5CYU0,A0A0D9QYW5,G1RD96,A0A2K6RGI4,A0A2J8PF32,A0A2R8Z9R4,A0A2K6APR9,A0A2K5U7A0"
Q701N2,"Q701N2,A0A2J8JVB8,G3RQD2,A0A0G2JMZ9,A0A0G2JS28,A0A2K6S5E9"
Q711Q0,"Q711Q0,D3Z1D3,M0RD54,A0A2J8RT02,A0A2J8JGN6,A0A8D2F3X9,G7PET9,F6UYF8,A0A0D9SAS4,A0AAJ7I528"
Q717R9,"Q8R4T1,Q717R9,D3ZCZ3,A6HAY0,A0A0R4J216,A0A6P5QZX8,A0A6I9LCA6,A0A8D2KHJ6,A0A1S3WKK2,A0A7E6DWX9"
Q71RH2,"Q71RH2,F1T0F5,A0A7J7S5H0,A0A3S2PCB7,A0A834FNL6,A0A3P9HSU3,A0A8C7ZQH5,A0A3B3BKH0,H3A4U2,A0A671FVF6"
Q76B58,"Q76B58,Q8K1M7,Q499E0,A0A0J9YVN8,A0A2J8N6B7,A0A6P9B2P5,A0A8C6XMD3,V8PGM2,A0A2D4IS75,A0A6J1U1Z0"
Q76KP1,"Q76KP1,A0A1D5QDZ6,A0A2I3MTS9,F7E742,A0A2I3M583,A0A0D9RFB3,H9FTV7,H2Q2U7,A0A6D2WGN0,A0A2K6D2D8"
Q7L0R7,"Q7L0R7,Q7L0R7-2,A0A2K5QBK7,A0A2K5QBL5,A0A2K5DYT4,G5BPZ1,A0A2I3TEN4,A0A8B8X1R1,A0A6J3R6A6,A0A341B502"
Q7L1V2,"Q7L1V2,Q4R4E4,H3BR21,H3BU99,H3BUX9,H3BPL8,G3S4E9,A0A2K5KA93,H9EVR5,A0A2K6CYB1"
Q7L2K0,"Q7L2K0,H2NPU5,A0A2J8S888,G1RDZ3,H2QAD4,G3R8A6,A0A2R9ANA1,K7C6J9,A0A803KI93,A0A2J8S883"
Q7L3S4,"Q7L3S4,A0A2I3TU25,A0A6D2XCF8,B2R9V3,A0A6J3BFC7,A0A6J3BDG2,A0A096NMH9,A0A2K6RN10,F7HPT8,A0A0D9R146"
Q7L3T8,"Q7L3T8,A0A8I5NAP1,A0AAJ7H9L6,A0A2K6KLP3,A0A8D2EQI2,G3QRP9,H2PZ38,A0A2R8Z6L0,G7NVY5,G7MH84"
Q7L8C5,"Q9EQT6,Q7L8C5,Q925B5,A0A5N4DNB9,A0A7J7VLI8,A0A1S2ZGU0,A0A6P3EZC7,A0A1A6GT99,A0A2Y9E5Z3,A0A6J3BM88"
Q7L8W6,"Q7L8W6,H2NMS0,G3RHL7,G2HET6,A0A2R8ZG56,A0A2J8T2S6,A0A6B0RIW7,A0A811XZS2,A0A9L0RQV6,A0A9L0RPE6"
Q7L9B9,"Q7L9B9,A0A384A4W9,H9LB13,A0A2R9BXX1,G3QR97,A0A6J3IJR8,A0A6D2XC92,A0A6J3RWY4,A0A8D2JQD5,A0A341BV56"
Q7LDI9,"Q7LDI9,P62683,P63130,P62684,Q9YNA8,P63145,P87889,P62685,Q9HDB9,Q4JNY4"
Q7M4L6,"Q7M4L6,A0A2K6DJR3,A0A2K5Y6X1,A0A2K5MFP4,A0A2K6THE3,H2NN46,G3R9H6,A0A6D2X5V9,H2Q9C9,A0A2R8ZLI0"
Q7RTR8,"Q7RTR8,Q645U9,Q646B8,Q5Y4Z2,Q645Z3,Q646G3,Q645T9,A0A0G2JPZ2,J7ME54,A0A2R8ZS79"
Q7RTS6,"Q7RTS6,A0A8D2K9P6,G7NGN1,A0A2K5VR41,G3QLB1,A0AAJ7I3A6,A0A2K6LXV6,A0A096NSS3,A0A2J8KBU0,A0A2K6DWT1"
Q7RTU9,"Q8VIM6,Q7RTU9,D3ZUE8,A0A8C6IEA7,A0A6P5PCJ7,A6HPN8,A0AA40HX42,A0A8C6DFL6,A0A6P5DN50,A0A5N3VS28"
Q7RTV2,"P14942,P24472,Q08393,P51781,Q7RTV2,P26697,A0A8I6A0I6,B6DYP9,A9UMW1,A6I1I1"
Q7RTV3,"Q7RTV3,Q0VDT2,Q5U2Z0,A0A2K5ZKK9,G1S4I3,A0A2K5NNC8,A0A2I3NBP8,A0A8D2EJ19,H2QXI7,A0A5F8A7G5"
Q7RTY5,"Q7RTY5,A0AAG2UVS4,A0A140VJJ1,F6YBN7,A0A2K5M010,A0A2K6LG67,A0AAJ7MDL0,A0A096N865,A0A2K5KB18,A0A2K5YIF9"
Q7RTY7,"Q7RTY7,H2Q5N7,A0A2R8ZVZ5,G1R0Z2,A0A2J8K331,G3R038,G3S3U0,H2NGW6,A0A2J8WBY7,A0A9B0GT81"
Q7RTY8,"Q7RTY8,Q7RTY8-3,A0A3Q0E8Q3,A0A2I2Z4M4,A0A2I3RQR4,A0A6D2XEF3,A0A2K6CNC2,A0A2K6A151,A0A2J8W2X3,A0A2I3GWC8"
Q7RTY9,"Q7RTY9,A0A6I8PU99,H2NPV9,A0A2I2ZNP6,A0A2I3GAM9,A0A2I3SF72,A0A6D2XRS7,A0A6D2WME9,A0AAJ7M6N6,A0A6Q8NYF4"
Q7RTZ2,"Q6R6M4,C9J2P7,C9JLJ4,A6NCW0,C9JVI0,D6RA61,A8MUK1,P0C7H9,D6R901,D6RBQ6"
Q7Z2K8,"Q7Z2K8,A0A8D2FA76,A0A096NAL5,H9FPJ5,H2PHG6,A0A2J8J5X0,A0A0D9SED1,A0AAJ7N2F1,G3RVL2,A0A8C9LV38"
Q7Z2T5,"A2RSY6,Q496Z9,A5D7S3,Q5R5T0,Q7Z2T5,Q4R6C7,A2RSY6-4,A0A8C6GT08,A0A0R4J0U8,A0A6P5PN41"
Q7Z2W9,"Q7Z2W9,Q7Z2W9-2,A0A2K6SNS7,A0A8C9GRW1,A0A096NB44,A0A8D2JUC3,A0A2K6AJE1,G1R4B3,F6R604,A0A6J3I7Y0"
Q7Z340,"Q7Z340,M0R2M4,Q7Z340-2,Q7Z340-3,A0A2K6KY45,A0AAJ7MS68,A0A2K5TN01,A0A0A0MU17,A0A8I5U0Y6,A0A2R9AIX6"
Q7Z398,"Q7Z398,A0A2R8ZKM9,A0A2J8RQA6,A0A2J8RQ41,G3RDV4,A0A6D2VYR4,A0A2J8JLS0,A0A2J8JLS3,A0A2I3HID9,A0A2K5QN50"
Q7Z3D6,"Q7Z3D6,Q7Z3D6-2,B3KVU6,A0A0C4DGD4,Q6IA66,Q7Z3D6-4,H0YB09,G1S5F0,E5RGP9,Q4LE40"
Q7Z3G6,"Q80Y24,Q7Z3G6,F1M0J7,A6IBC5,A0A2J8P7A5,A0A6J0CNA7,A0A6J0CNB6,A0A6P7R106,A0A6P5PVQ2,A0A8B8R7Q6"
Q7Z3T1,"P23275,O95371,Q9GZK4,Q7Z3T1,P59922,G3V9S1,A6K4V0,Q63597,A0AAU9Z3S3,A0A6P5R6H8"
Q7Z3V4,"Q7Z3V4,F5H5T5,A0A8B8SDW8,A0A9W3HP54,A0A835ZQ41,W5Q254,A0AAD4U2A6,A0A5E4C482,A0A5E4C685,A0A9L0IEJ1"
Q7Z3Z3,"Q7Z3Z3,A0A2K5NZY2,G8Z7M4,G8Z7M5,A0A2R9AKH2,H2QLE1,G7PHF0,G3RHJ8,A0A2K5ZJ95,G1R819"
Q7Z404,"Q7Z404,A0A140VJX7,C9JFU4,G1R382,A0A0G2JP95,A0A2J8XR70,A0A2J8XRF2,A0A0G2JPL6,A0A087WT65,A0A2J8Q7T9"
Q7Z408,"Q7Z408,A0A8J6G1B6,L8ILE9,A0A8C0C4A0,A0A8C6F6C7,A0A4U1EU13,F1N3H5,H2N827,A0A8C9C3J3,G1SSJ4"
Q7Z444,"Q7TN89,Q7Z444,Q0VEC9,A0A8C6HMF1,A0A6P5P5M9,A0AAX6QIV0,G5BJI1,A0A6G1BC28,A0A3Q7PBU4,A0A2U3Y423"
Q7Z4G4,"Q7Z4G4,Q5R962,Q7TNK6,Q9CWH5,Q6NS23,Q05B63,A0A2R9ABD1,G1RV59,G3RLG2,H2PK99"
Q7Z4H3,"Q7Z4H3,Q3SXD3,Q0P565,A0A140VJK7,H2PK96,A0A2I3TT57,H9Z9I8,A0A8J8YN83,A0A096N0Y1,A0A2K5UAF6"
Q7Z4J2,"Q7Z4J2,Q4R5T7,Q2NKH9,D3ZNQ3,H2PTX6,A0A6D2XZB4,G7NF82,G7PR68,A0A2K5KDS4,A0A096NRP6"
Q7Z4M0,"Q9CWH4,Q7Z4M0,A0A8C6GJX0,A0A6P5Q7K1,A0A8D1TEH8,A0A8D0VKG6,A0A4X1TIA3,A0A287A9S6,A0A287BQ30,A0A8D0SEP9"
Q7Z4Q2,"Q7Z4Q2,Q8BQM4,A0A2K6E7L6,H2QB28,A0A6D2WKM3,A0A2R9CAA9,A0A2K5L2P9,F7G6J0,A0A7N9C9X3,A0A2K6E7L0"
Q7Z553,"P60755,P60756,Q7Z553,A0A217FL82,A0A8C6HA80,A0A9B0GTW0,A0A286XFG9,A0A8B7F2A5,A0A5F9DNC9,F6UV41"
Q7Z5A4,"Q7Z5A4,A0A2R9CDZ0,G3QJD2,A0A2I3S8A3,A0A5S6R9W3,A0A2K6GGX5,A0A7E6E4M5,A0A8C8YSL6,A0A2K5CZ50"
Q7Z5H4,"Q7Z5H4,Q7YRP1,A0A2R9A5R4,A0A2I3HA59"
Q7Z5H5,"Q7Z5H5,Q7YRP2,H2NZZ7,A0A6G1A9V3,A0A6G1A9N0,A0A0A0Y219,A0A9W2UKG5,A0A0A0Y340,A0A0A0Y651,A0A0A0Y3N1"
Q7Z5M8,"Q7Z5M8,A0AAJ7DGM8,F7GCW8,A0A2K5P080,A0A8D2ESB2,F7FLU5,A0A2K6C5K5,H9F400,A0A2K6QLL8,A0A6J3F4E6"
Q7Z601,"Q7Z601,Q7TQN9,A0AAJ7I3M5,A0A0D9QWZ2,A0A8I5YR70,H2QDS6,A0A6D2X151,A0A2R8ZQ20,A0A2J8Y005,A0A2K6R4T5"
Q7Z692,"Q7Z692,G3RQJ7,A0A6D2WC35,H2QGK0,A0A2R9AWR6,A0A2I3GZ52,Q7Z692-3,A0A2K5JNP7,F7G294,U3B0H3"
Q7Z6J2,"Q7Z6J2,F8VRX5,A0A1D5Q973,H9FA79,A0A8C0WSY4,H2NHC5,A0A2J8SXN6,A0A2K5LPX1,F7HNT2,A0A8I5N2K5"
Q7Z6K4,"Q7Z6K4,Q91ZA8,H9FB31,A0A7N9CZM2,A0A2J8RMM0,A0A2Y9QIF6,G7NET5,A0A8B7HSF6,A0A8J8XRF3,H0XUJ2"
Q7Z6Z6,"Q7Z6Z6,Q32LZ8,A0A2J8LMQ6,G3SGJ2,A0A2R8ZWR0,H2QLV2,A0A8C6G0Q1,A0A1U7TG98,A0AAU9ZHP3,A0A3Q0CM79"
Q7Z745,"Q7M6Y6,Q7Z745,A0A8C6N5R1,A0A6P5QXI7,A0A8J8YRC8,A6KGD1,Q7M6Y6-2,A0A6P5RA26,A0A8C6N618,A0A340YCT3"
Q7Z7A3,"Q7Z7A3,Q0VC66,Q99J10,B1WBV0,A0A8C6B0Y4,A0A8D1P3D0,A0A0A0MXD0,A0A8D2EB89,A0A0D9S554,H2NZV3"
Q7Z7B7,"Q7Z7B7,A4H264,Q30KJ7,A4H263,A4H262,A4H265,A0A2J8MRU7,A0A2R9C956,G1REG9,H2P1I2"
Q7Z7F7,"Q7Z7F7,X6RIW1,A0A0A0MST4,A0A087X2A2,A0A2R9AGV4,G3SD22,A0AAJ7I289,A0A2K6PT55,A0A2K5KHX2,A0A2K6AF64"
Q7Z7J5,"Q7Z7J5,A0AAJ7MDB1,A0A2K6RL60,A0A2K6MCG1,A0A5F8AFQ5,A0A6D2WS23,H2QN28,A0A2R8ZXS6,G1QV94,G7NZS3"
Q7Z7J7,"Q7Z7J7,A0A8C8ZB44,A0A2K6EMM0,A0A1U7U6E4,A0A663DDQ3,F7IP59,A0A2K6PZB6,A0A2K5RJ93,A0A5F8A714,A0A6D2VSJ2"
Q7Z7L9,"Q7Z7L9,Q07230,A0A061II39,A0A6I9KSS4,A0A8J6KS42,A0A8C5VUZ7,A0AAV0A8A9,A0A1U7TIP5,A0A2K6F1K1,A0A8C9P9X2"
Q7Z7M1,"Q7Z7M1,A0A2K5K3F1,A0A2K5P2C8,A0A2K6PXV6,H2QXV5,A0A2R9A3V5,A0A2K6CF61,A0A2K5YE61,A0A6P5IMI7,A0A8B7XDB9"
Q86SG5,"P31151,Q86SG5,G1P0E3,G1Q8G8,G1Q9K9,S7MIX8,G1PXT5,G1QES2,S7NT11,A0A2K6KYJ6"
Q86SG7,"Q86SG7,Q3V1I0,C9JBA4,A0A0D9RXB4,G3SI51,A0A2K5H9C2,A0A8C9HR11,A0A2J8QYY7,A0A2J8QYZ2,A0AAJ7GU85"
Q86SH2,"Q86SH2,H2QPF8,A0A6D2WLK6,A0A5F7ZL21,H2PD94,B9EG67,A0A2K6C9S1,A0A8D2G1X8,A0A2K5KHF5,A0A0D9RX80"
Q86SP6,"Q924Y8,Q3UVY1,Q86SP6,A0A6P5PMH0,A0A8C6IGH7,A6JVN3,A0A8D2H3Q0,A0AAJ7ALR6,I3M3A8,A0A8D2B7V8"
Q86SX3,"Q86SX3,A0A2I3SBA2,A0A6D2X7K7,G3QG45,A0A8I5U0E1,A0A2J8SYZ3,A0A8C9IBU6,G3SDX1,H2NMG3,A0A2I3STP3"
Q86TA1,"Q86TA1,Q8VE04,H2PRZ7,A0A6J3JLT8,F6WEX5,G7NFP7,A0A2K6R0E6,A0A2K5R6T4,A0A8J8Y322,A0A6D2XXU0"
Q86TD4,"Q86TD4,P13666,A0AAJ7I6Q0,A0A7E6DCJ7,A0A671FUS1,A0A6P5R7G9,A0A6J0ZA56,A0A6J0ZBC2,A0A5E4AZ53,A0A8B6ZPY3"
Q86TJ5,"Q86TJ5,H2R6H7,A0A6D2WJM0,G3RNW8,A0A2K6N4F5,A0AAJ7I472,A0AAJ7I422,A0A2I3NCV2,A0A2R9C2T4,A0A2K6QP79"
Q86TN4,"Q86TN4,Q86TN4-2,Q86TN4-4,F5H8A0,A0A803KGI0,K7BCZ7,A0A2J8TYF7,A0A2J8TYF3,H2ND08,A0A2J8TYG0"
Q86U38,"Q86U38,Q8BMC4,A0A6J3GUU8,A0A6J3GVR6,A0AAJ7IEJ5,A0A2K5LNA5,A0A2K5Y103,A0A2K5JJC3,A0A2K6PNL1,A0A2K6DI44"
Q86UA1,"Q86UA1,Q4KLU2,Q1JPZ7,A0A1D5QDK6,A0A2K5DEQ3,H9FWE5,A0A2K6QHT3,A0A096NUR4,A0A2K6A8Y9,G7PA61"
Q86UB2,"Q86UB2,A0A5F7ZIZ8,A0A8D2F563,F6YM54,A0A2K5M5R4,A0A2K6BAL4,A0A2K6K2E1,A0A2K6PJZ6,A0A2K6K2E5,A0A8C9IM07"
Q86UB9,"Q86UB9,B4DKZ1,A0A2J8S681,F6S3J3,A0A2I3MUJ5,A0A7N9CWR8,A0A9L0RJW1,A0A096NB85,A0A3Q2GYK4,G7PNE6"
Q86UE3,"Q86UE3,M0QXR6,M0R292,A0A0A0MV77,A0A0A0MVY0,A0A2K5NUT6,A0A2K5ZSK0,A0A8D2G0C0,A0A8C9IYG0,A0A2K5VHM2"
Q86UP6,"Q86UP6,A0A499FIG0,Q86UP6-2,Q86UP6-3,A0A8D2GGJ3,G7PE97,A0A2K6C8N6,G3QW82,A0A096NU25,A0A2K5PD38"
Q86UP8,"Q86UP8,Q6EKJ0,A4IFA3,A0A494C0I1,Q86UP8-6,A0A6J3FYC0,A0A6J3FZZ1,A0A6J3FYC6,A0A096MY94,A0A5F4W7S4"
Q86UW8,"Q86UW8,A0A6D2VWF7,H2RBQ7,F7CQT7,G1R2Y2,A0A2I3RIV8,A0A2R8ZHD0,A0AAX6SE58,M3YVF4,A0A2U3W8Y5"
Q86UY8,"Q86UY8,A4IHT9,Q6GN91,Q3UHB1,H2NIF9,H2Q6R2,A0A6D2Y804,A0A2R8ZD93,A0A2J8XM97,A0A2J8N010"
Q86V21,"Q9JMI1,Q9N0E1,Q86V21,A0A8I5ZR35,A6J0W1,A6J0W2,A0A8C5KNN5,A0A1U7QTM9,A0A8C6S0X0,A0AAV0A3X1"
Q86VI1,"Q86VI1,H3BTH9,A0A2K5NM52,G3S825,G7Q1D0,A0AAJ7GFC8,A0A2K6KWG2,A0A8C9H6H2,A0A2K6QZI3,A0A8D2EH59"
Q86VR7,"Q86VR7,F7DFE6,Q86VR7-2,A0A2K6KN49,A0A8C9H475,A0A2K5BWD6,A0A2K5J306,A0A2K6DCL2,A0A8D2EEA6,A0A0D9S565"
Q86VZ1,"Q86VZ1,A0A0D9SA99,A0A8D2F1I9,G8F5P2,H9YV64,G8F1F9,A0A5F7ZMM7,H2PUS3,A0A2J8R1T0,G3QU05"
Q86W11,"Q86W11,A0A0C4DGV0,G3RWS5,A0A2R9CB23,A1YG24,A0A6D2WZS8,H2R2W3,A0A2J8MM67,G7NKL2,A0A5F7Z7C0"
Q86W28,"Q86W28,H2QH83,A0A2R9ABB7,A0A2J8JLE5,G1RII0,A0A2J8R5H3,G3QK83,A0A2J8JLD9,A0A2J8R5G2,Q86W28-2"
Q86W33,"Q86W33,Q5ZII3,C9JU06,C9JVW5,C9JZ00,A0A2J8KAP0,A0A2J8KAR5,A0A2J8KAP8,A0A8I3B1I6,A0A2R8ZU28"
Q86W67,"Q86W67,A0A8C9IVD3,H2QHJ0,A0A6D2WQZ6,A0A2R8ZPQ8,G1QJE2"
Q86WC6,"Q86WC6,Q9D119,H2QE31,A0A6D2XUN6,A0A2R9CK42,I3L267,A0A2J8XYX4,A0A2J8JG10,A0A2K5F1M3,A0A8C8ZSF6"
Q86WI0,"Q86WI0,G3R4A6,A0A096NBS0,Q86WI0-3,A0A5F8AC39,A0A2K5NGA5,A0AAJ7IDG1,A0A2K6ED13,A0A2I3MY47,A0A0D9R8I6"
Q86WK7,"Q80ZD5,Q8C2S7,Q86WK7,A6I331,A0A8C6HXD9,A0A6P5QAS3,A0A2Y9GXN1,A0A3Q7Q4C9,A0A6J2C8J6,A0A7F8RTI9"
Q86WK9,"Q86WK9,Q801D8,A0A2K5F167,A0A0D9S921,A0A6J3JPL0,H0Y1U2,F7I9D0,A0A8C9H2Q0,A0A2K5HNI5,I2CVK1"
Q86WN2,"Q86WN2,A0A7R8GUQ9,Q8HYF7,H2QX28,A0A6D2XAM6,A0A2J8XIE3,G3RI79,A0A2R8ZBR9,A0A0D9RBE2,A0A7R8C3B5"
Q86WS3,"Q86WS3,A0A140VJR6,A0A6D2X060,H2Q3R9,A0A2R8ZEK4,G3RV37,H2NDB5,A0A8C9I4F7,A0A2K6K7T2,A0A2K6NRA8"
Q86WW8,"Q86WW8,Q5RFJ0,Q99M07,H2QIE5,A0A6D2VY93,A0A2R9BJI5,G3QT78,A0A2K5KZ23,A0A2K6NS79,A0A096MX89"
Q86X10,"Q8BQZ4,P86410,Q86X10,A0A6J0DJF1,A0AAU9YQC8,A0A8C8UBC9,A0A8C2M7M2,A0A8C8UDN0,A0A1U7R9V3,A0A6P5R434"
Q86X19,"Q8K0U3,Q5HZE5,Q86X19,A0A6P5QRW9,A0A8C6ILI4,A6JQ51,A0A1U7QPJ4,A0A1U8BNS2,A0AAW0K5N4,A0A8J6LAT2"
Q86X27,"Q9ERD6,Q86X27,Q4R7W3,A0A087WPL3,A0A087WQA4,A0A6B0RHY6,A0A8B9WY48,A0A8C2S1M1,A0A2K6RKD8,A0A0G2JTI5"
Q86X76,"Q86X76,A0A341CE28,A0A341CEI2,A0A8C9BS98,A0A2Y9LZT6,A0A6J3RBP4,A0A341CE38,A0A2Y9M1N4,A0A8C9BN07,A0A6I9ZZ01"
Q86X83,"Q86X83,Q8BXC6,A0A2Y9R593,A0A096MVM2,A0A6P5P6L8,A0A2K5R9B2,A0A6J3GPG6,A0A2K5R982,A0A2Y9DQV7,Q497T6"
Q86XD5,"Q86XD5,Q568Z1,Q86XD5-3,A0A7N9IE46,A0A2K6MFZ7,A0AAJ7IP75,A0A2K6MFX3,A0A2K5ZMI9,A0A2K6MFW6,A0A2K6QZI7"
Q86XH1,"Q86XH1,A0A2I3G6I2,A0A2K5HS01,A0A2K5HRW4,A0A2I3GKG7,A0A8I5U0S0,A0A2J8TPQ0,A0A2I3HYU1,G1RID3,A0A2K6D9H1"
Q86XI6,"Q6IN01,Q8C767,Q28E28,Q5BL87,A6QNP3,Q86XI6,A6IVM9,A0A8J8XCX6,F6RLB0,H9ZDK5"
Q86XN7,"Q86XN7,A0A2K5EQ35,A0A2K5JAT0,A0A2K6S109,A0A2K6S124,U3AS82,A0A6J3J6B9,A0A2J8VSW2,A0A2K5EQ53,G1QQK2"
Q86XP6,"Q86XP6,Q29TV8,G7NA83,G7PMD4,F7C4F5,A0A2K6BVN3,A0A2R9CHG4,A0A8D2F3L3,A0A2K5VNV0,G3SDI4"
Q86XR2,"Q86XR2,M0R0E0,Q86XR2-6,G3R801,A0A2I3SY89,A0A6D2Y3U7,A0A2I3RSG4,A0A6D2XSR6,A0A2J8LTK5,A0A8C9IDH0"
Q86XR5,"Q86XR5,A0A2J8TLX8,A0A6D2WEM3,A0A2J8QMW0,A0A2R9CIK3,G3REW9,A0AAA9TDP9,A0A452DZQ2,A0A6P5DR01,A0A4W2GD48"
Q86XT9,"Q86XT9,Q1JQE1,A0A024R618,H0X5T3,A0A8C9A5W6,A0A2K6EXC3,A0A8I6AG17,A6I9I5,A6I9I7,A6I9I4"
Q86XW9,"Q86XW9,A0A2I3SG45,A0A6D2XXW0,A0AAJ7IPA6,A0AAJ7IPJ2,A0A2K6Q2U2,A0A2K6KZT7,A0AAJ7IQF1,A0AAJ7IQ53,A0AAJ7IPT7"
Q86Y22,"Q86Y22,A0A2R9C687,A0A6J3H986,A0A6J3HAC2,A0A2R8Y887,A0A6J3H8D6,A0A6J3HAM8,A0A2K6PRX5,A0A2K5QD36,A0A2J8JTU5"
